Item Name,Unit,Price,Quantity,Amount,Created
Apple Chinese Fuji,kg,270,10,2700,5-3-2023
Ginger,kg,120,10,1200,5-3-2023
Jamun,kg,208.33,12,2499.96,5-3-2023
Litchi,kg,190.91,11,2100.01,5-3-2023
Apple Red Delicious,kg,175,10,1750,5-3-2023
Palak,kg,20,10,200,5-3-2023
Capsicum Yellow,kg,195,8,1560,5-3-2023
Garlic,kg,120,5,600,5-3-2023
Orange-Local,kg,96,25,2400,5-3-2023
Bitter Gourd,kg,30,10,300,5-3-2023
Lemon,kg,100,10,1000,5-3-2023
Tendor Coconut,pc,45,80,3600,5-3-2023
Mango Safeda,kg,62.5,20,1250,5-3-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-3-2023
Imported Babugosha,kg,166.67,13.5,2250.045,5-3-2023
Watermelon Jannat,kg,13.68,38,519.84,5-3-2023
Thai Guava,kg,90,10,900,5-3-2023
Apple Washington,kg,290,20,5800,5-3-2023
Mango Totapuri,kg,65,10,650,5-3-2023
Round Gourd,kg,16,5,80,5-3-2023
Kakdi,kg,40,5,200,5-3-2023
Zespri Kiwi Gold 3Pcs,box,250,6,1500,5-3-2023
Blueberry Jumbo,box,195.83,24,4699.92,5-3-2023
Pineapple Rani,pc,95,10,950,5-3-2023
Romaine Lettuce,kg,120,1,120,5-3-2023
South Pear,kg,242.42,13.2,3199.944,5-3-2023
Mango Perri,kg,161.67,6.8,1099.356,5-3-2023
Black Grapes,kg,157.89,7.6,1199.964,5-3-2023
AMERICAN CORN FROZEN,pkt,60,20,1200,5-3-2023
THAI GUAVA PINK,kg,140,20,2800,5-3-2023
MANGO RAW,kg,60,5,300,5-3-2023
KAJRI MELON,kg,36.67,15,550.05,5-3-2023
Dairy Naturals Cow Milk,pkt,33.5,10,335,5-3-2023
Doozy Dahi,jar,43,4,172,5-3-2023
Doozy Desi Cow Milk,pkt,42.5,7,297.5,5-3-2023
Doozy Farms Paneer,pkt,75,6,450,5-3-2023
Happy Banana,kg,55,15,825,5-3-2023
Happy Banana,kg,55,15,825,5-3-2023
Dairy Naturals Cow Milk,pkt,33.5,6,201,5-3-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,5-3-2023
Doozy Farms Paneer,pkt,75,6,450,5-3-2023
Carrot,kg,35,10,350,5-3-2023
Green Peas,kg,70,10,700,5-3-2023
Broccoli,kg,70,15,1050,5-3-2023
Avocado,pc,120.74,54,6519.96,5-3-2023
Papaya,kg,40,20,800,5-3-2023
Apple Royal Gala,kg,240,40,9600,5-3-2023
Mango Kesar,kg,156,10,1560,5-3-2023
Beans French,kg,40,10,400,5-3-2023
Mango Sinduri,kg,153.85,6.5,1000.025,5-3-2023
Cauliflower,kg,20,10,200,5-3-2023
Mint,pkt,20,2,40,5-3-2023
Lettuce,kg,60,3,180,5-3-2023
Mushroom,box,34.5,40,1380,5-3-2023
Spring Onion,kg,25,2,50,5-3-2023
Iceberg,kg,70,5,350,5-3-2023
Shelled Sweetcorn,packet,16,5,80,5-3-2023
Arbi,kg,70,5,350,5-3-2023
Blueberry,box,154.17,24,3700.08,5-3-2023
Cucumber Local,kg,20,15,300,5-3-2023
Radish White,kg,40,10,400,5-3-2023
Parwal,kg,60,5,300,5-3-2023
Sprouts Chana,box,18,10,180,5-3-2023
Beet Root,kg,20,5,100,5-3-2023
Pomegranate,kg,146.94,24.5,3600.03,5-3-2023
Coriander,kg,30,4,120,5-3-2023
Bhindi,kg,40,5,200,5-3-2023
Asparagus,kg,800,2,1600,5-3-2023
Capsicum Red,kg,193.75,16,3100,5-3-2023
Palak,kg,25,10,250,5-3-2023
Capsicum Yellow,kg,193.75,16,3100,5-3-2023
Orange-Local,kg,102.04,24.5,2499.98,5-3-2023
Lemon,kg,90,10,900,5-3-2023
Tendor Coconut,pc,45,80,3600,5-3-2023
Mango Safeda,kg,66.67,27,1800.09,5-3-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-3-2023
Tomato Himsona,kg,18,25,450,5-3-2023
Tenchi Pear,kg,237.04,13.5,3200.04,5-3-2023
Mango Hamam,kg,246.15,6.5,1599.975,5-3-2023
Round Gourd,kg,40,10,400,5-3-2023
Kale,box,60,10,600,5-3-2023
Pineapple Rani,pc,100,20,2000,5-3-2023
Americian Corn Bhutta,kg,28,10,280,5-3-2023
Kiwi Local,pc,23.33,30,699.9,5-3-2023
Chappan Kaddu,kg,20,15,300,5-3-2023
Kiwi Green 3Pc,box,105.88,17,1799.96,5-3-2023
MANGO RAW,kg,60,5,300,5-3-2023
Cucumber White,kg,18,58.7,1056.6,5-3-2023
Peaches,kg,50,92,4600,5-3-2023
Bitter Gourd,kg,20,23,460,5-4-2023
Bobby Melon,kg,25,80,2000,5-4-2023
Brinjal Black Big,kg,15,12,180,5-4-2023
Brinjal Black Round,kg,15,2.5,37.5,5-4-2023
Brinjal Green Long,kg,20,4,80,5-4-2023
Brinjal White,kg,30,2,60,5-4-2023
Capsicum Green,kg,10,40,400,5-4-2023
Chappan Kaddu,kg,15,20,300,5-4-2023
Chilli Green,kg,25,10,250,5-4-2023
Special cucumber kv 0111,kg,20,25,500,5-4-2023
Tinda,kg,50,5.5,275,5-4-2023
Tomato Himsona,kg,14,100,1400,5-4-2023
Zucchini Green,kg,15,20,300,5-4-2023
Zuchchini Yellow,kg,30,16.5,495,5-4-2023
Hydroponic Bok Choy,kg,200,2,400,5-4-2023
Hydroponic Kale,pkt,75,10,750,5-4-2023
Hydroponic Red Lettuce,kg,250,1.7,425,5-4-2023
Hydroponic Rocket Leaf,kg,750,1,750,5-4-2023
Hydroponic Romaine Lettuce,kg,250,1.7,425,5-4-2023
Hydroponic Tomato,kg,50,16,800,5-4-2023
Hydroponic Yellow Candy,box,62.5,4,250,5-4-2023
Carrot,kg,35,10,350,5-4-2023
Green Peas,kg,70,10,700,5-4-2023
Broccoli,kg,70,15,1050,5-4-2023
Avocado,pc,120.74,54,6519.96,5-4-2023
Papaya,kg,40,20,800,5-4-2023
Apple Royal Gala,kg,240,40,9600,5-4-2023
Mango Kesar,kg,156,10,1560,5-4-2023
Beans French,kg,40,10,400,5-4-2023
Mango Sinduri,kg,153.85,6.5,1000.025,5-4-2023
Cauliflower,kg,20,10,200,5-4-2023
Mint,pkt,50,2,100,5-4-2023
Lettuce,kg,60,3,180,5-4-2023
Mushroom,box,34.5,40,1380,5-4-2023
Spring Onion,kg,25,2,50,5-4-2023
Iceberg,kg,70,5,350,5-4-2023
Shelled Sweetcorn,packet,16,5,80,5-4-2023
Arbi,kg,70,5,350,5-4-2023
Blueberry,box,154.17,24,3700.08,5-4-2023
Cucumber Local,kg,20,15,300,5-4-2023
Radish White,kg,40,10,400,5-4-2023
Parwal,kg,60,5,300,5-4-2023
Sprouts Chana,box,18,10,180,5-4-2023
Beet Root,kg,20,5,100,5-4-2023
Pomegranate,kg,146.94,24.5,3600.03,5-4-2023
Coriander,kg,30,4,120,5-4-2023
Bhindi,kg,40,5,200,5-4-2023
Asparagus,kg,800,2,1600,5-4-2023
Capsicum Red,kg,193.75,16,3100,5-4-2023
Tomato Local,kg,18,25,450,5-4-2023
Palak,kg,25,10,250,5-4-2023
Capsicum Yellow,kg,193.75,16,3100,5-4-2023
Orange-Local,kg,102.04,24.5,2499.98,5-4-2023
Lemon,kg,90,8,720,5-4-2023
Tendor Coconut,pc,45,80,3600,5-4-2023
Mango Safeda,kg,66.67,27,1800.09,5-4-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-4-2023
Tenchi Pear,kg,237.04,13.5,3200.04,5-4-2023
Mango Hamam,kg,246.15,6.5,1599.975,5-4-2023
Round Gourd,kg,20,5,100,5-4-2023
Kale,box,600,1,600,5-4-2023
Pineapple Rani,pc,100,20,2000,5-4-2023
Americian Corn Bhutta,kg,28,10,280,5-4-2023
Kiwi Local,pc,23.33,30,699.9,5-4-2023
Chappan Kaddu,kg,27.27,11,299.97,5-4-2023
Kiwi Green 3Pc,box,105.88,17,1799.96,5-4-2023
MANGO RAW,kg,60,5,300,5-4-2023
Sapota,kg,61.11,9,549.99,5-4-2023
Carrot,kg,35,10,350,5-4-2023
Amla,kg,100,5,500,5-4-2023
Ridge Gourd,kg,50,10,500,5-4-2023
Avocado,pc,127.07,46,5845.22,5-4-2023
Papaya,kg,40,10,400,5-4-2023
Apple Royal Gala,kg,215,10,2150,5-4-2023
Mango Kesar,kg,120,20,2400,5-4-2023
Parsley,box,12,10,120,5-4-2023
Beans French,kg,50,3,150,5-4-2023
Potato,kg,8.5,100,850,5-4-2023
Red Globe,kg,336,12.5,4200,5-4-2023
Sweet Potato,kg,100,5,500,5-4-2023
Mango Sinduri,kg,135.42,9.6,1300.032,5-4-2023
Cauliflower,kg,25.33,15,379.95,5-4-2023
Mint,pkt,40,2,80,5-4-2023
Dragon Fruit,pc,100,20,2000,5-4-2023
Mushroom,box,31.5,40,1260,5-4-2023
Thomson Grapes,kg,105.26,9.5,999.97,5-4-2023
Onion,kg,14.17,120,1700.4,5-4-2023
Iceberg,kg,60,5,300,5-4-2023
Shelled Sweetcorn,packet,15,10,150,5-4-2023
Arbi,kg,80,5,400,5-4-2023
Blueberry,box,150,12,1800,5-4-2023
Cucumber Local,kg,20,10,200,5-4-2023
Cabbage Green,kg,12,15,180,5-4-2023
Apple Granny Smith,kg,220,10,2200,5-4-2023
Beet Root,kg,20,10,200,5-4-2023
Water Melon Red,kg,12,30,360,5-4-2023
Bottle Gourd,kg,18,10,180,5-4-2023
Pomegranate,kg,149.19,12.4,1849.956,5-4-2023
Coriander,kg,25,4,100,5-4-2023
Carrot Delhi,kg,20,15,300,5-4-2023
Bhindi,kg,40,5,200,5-4-2023
Asparagus,kg,900,2,1800,5-4-2023
Tomato Red Cherry,box,15,20,300,5-4-2023
Capsicum Red,kg,192.86,7,1350.02,5-4-2023
Tomato Local,kg,18,50,900,5-4-2023
Apple Chinese Fuji,kg,290,20,5800,5-4-2023
Pumpkin,kg,8,10,80,5-4-2023
Plums Local,kg,65.63,16,1050.08,5-4-2023
Jamun,kg,214.29,7,1500.03,5-4-2023
Kiwi Imported Zespri Gold,box,375,4,1500,5-4-2023
Apple Red Delicious,kg,210,10,2100,5-4-2023
Palak,kg,20,10,200,5-4-2023
Capsicum Yellow,kg,192.86,7,1350.02,5-4-2023
Lemon,kg,80,15,1200,5-4-2023
Tendor Coconut,pc,41.67,60,2500.2,5-4-2023
Mango Safeda,kg,67.07,41,2749.87,5-4-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-4-2023
Tomato Himsona,kg,18,25,450,5-4-2023
Watermelon Jannat,kg,11.54,26,300.04,5-4-2023
Thai Guava,kg,140,10,1400,5-4-2023
Kakdi,kg,40,10,400,5-4-2023
Pineapple Raja,pc,70.83,24,1699.92,5-4-2023
Jacks Fruit,kg,50,10,500,5-4-2023
KAJRI MELON,kg,34.29,35,1200.15,5-4-2023
Celery,kg,80,3.5,0,5-4-2023
Lettuce,kg,50,5,0,5-4-2023
Rocket Leaf,box,35,5,0,5-4-2023
Wheat Grass Box,box,90,8,720,5-4-2023
Microgreen Box,box,90,4,360,5-4-2023
BABY SPINACH BOX BIG,box,80,8,640,5-4-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,5-5-2023
Doozy Dahi,jar,43,6,258,5-5-2023
Doozy Desi Cow Milk,pkt,42.5,7,297.5,5-5-2023
Doozy Farms Paneer,pkt,75,6,450,5-5-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,5-5-2023
Doozy Dahi,jar,43,5,215,5-5-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,5-5-2023
Doozy Farms Paneer,pkt,75,12,900,5-5-2023
Happy Banana,kg,55,15,825,5-5-2023
Happy Banana,kg,55,15,825,5-5-2023
Ld Browine -500Ml,box,372.9,2,880.04,5-6-2023
Ld Choco Hazelnut,box,372,2,877.92,5-6-2023
Ld Chocolate Almond Stick-110Ml,packet,0,12,0,5-6-2023
Ld Coconutello -500Ml,box,372.9,2,880.04,5-6-2023
Ld Cookies &amp; Cream -500Ml,box,372.9,2,880.04,5-6-2023
Ld Double Chocolate -125Ml,box,101.7,12,1440.07,5-6-2023
Ld Double Chocolate -500Ml,box,372.9,1,440.02,5-6-2023
Ld Fig Walnut -500Ml,box,372.9,2,880.04,5-6-2023
Ld Kulfi -500Ml,box,372.9,2,880.04,5-6-2023
Ld Mango Sorbet -500Ml,box,372.9,2,880.04,5-6-2023
Ld Praline Cream -500Ml,box,372.9,2,880.04,5-6-2023
Ld Premium Vanilla -125Ml,box,101.7,12,1440.07,5-6-2023
Ld Premium Vanilla -500Ml,box,372.9,2,880.04,5-6-2023
Ld Strawberry Cheese Cake -500Ml,box,372.9,2,880.04,5-6-2023
Ld Tiramishu -125Ml,jar,101.7,12,1440.07,5-6-2023
Ld Tiramishu -500Ml,box,372.9,1,440.02,5-6-2023
Ld Vanilla Lite -500Ml,box,372.9,2,880.04,5-6-2023
Ld Yoghurt Berry Delight -500Ml,box,372.9,2,880.04,5-6-2023
EPIGAMIA GREEK YOGURT BANANA 110GM,jar,60.95,4,255.99,5-6-2023
Epigamia Greek Yogurt Gy Mixed Berries,box,60.95,2,127.99,5-6-2023
Epigamia Greek Yogurt Mango 90Gm,box,41.9,4,175.98,5-6-2023
Epigamia Greek Yogurt Natural,box,167.62,5,880.01,5-6-2023
Epigamia Greek Yogurt Natural 90Gms,box,41.9,6,263.97,5-6-2023
Epigamia Greek Yogurt Strawberry Zero Sugar,box,60.95,4,255.99,5-6-2023
Epigamia Wild Raspberry 90Gms,box,41.9,4,175.98,5-6-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,5-6-2023
Doozy Farms Paneer,pkt,75,8,600,5-6-2023
Happy Banana,kg,55,30,1650,5-6-2023
Happy Banana,kg,55,15,825,5-6-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,5-6-2023
Doozy Dahi,jar,43,4,172,5-6-2023
Doozy Desi Cow Milk,pkt,42.5,5,212.5,5-6-2023
Carrot,kg,35,12,420,5-7-2023
Amla,kg,100,5,500,5-7-2023
Green Peas,kg,80,20,1600,5-7-2023
Broccoli,kg,90,10,900,5-7-2023
Ridge Gourd,kg,60,5,300,5-7-2023
Avocado,pc,129.76,42,5449.92,5-7-2023
Papaya,kg,40,20,800,5-7-2023
Mango Kesar,kg,145.45,11,1599.95,5-7-2023
Brinjal Black Big,kg,19,10,190,5-7-2023
Brinjal Black Round,kg,24,5,120,5-7-2023
Potato,kg,8.61,104.5,899.745,5-7-2023
Rambuthan Big Box,kg,700,12,8400,5-7-2023
Cauliflower,kg,30,20,600,5-7-2023
Mint,pkt,40,2,80,5-7-2023
Mushroom,box,28.5,40,1140,5-7-2023
Passion Fruit,kg,450,15,6750,5-7-2023
Thomson Grapes,kg,118.28,18.6,2200.008,5-7-2023
Spring Onion,kg,40,2,80,5-7-2023
Capsicum Green,kg,12,10,120,5-7-2023
Onion,kg,16,50,800,5-7-2023
Iceberg,kg,60,4,240,5-7-2023
Arbi,kg,70,5,350,5-7-2023
Blueberry,box,162.5,24,3900,5-7-2023
Cucumber Local,kg,20,12,240,5-7-2023
Celery,kg,60,4,240,5-7-2023
Radish White,kg,33.33,12,399.96,5-7-2023
Peeled Garlic,kg,70,2,140,5-7-2023
Parwal,kg,60,5,300,5-7-2023
Cabbage Green,kg,13.33,15,199.95,5-7-2023
Apple Granny Smith,kg,243.24,18.5,4499.94,5-7-2023
Beet Root,kg,20,5,100,5-7-2023
Babycorn,packet,24,10,240,5-7-2023
Water Melon Red,kg,12.5,20,250,5-7-2023
Bottle Gourd,kg,20,20,400,5-7-2023
Pomegranate,kg,135,20,2700,5-7-2023
Coriander,kg,30,5,150,5-7-2023
Carrot Delhi,kg,20,12,240,5-7-2023
Bhindi,kg,44,5,220,5-7-2023
Asparagus,kg,800,1.5,1200,5-7-2023
Tomato Local,kg,18,25,450,5-7-2023
Pumpkin,kg,8,5,40,5-7-2023
Ginger,kg,120,10,1200,5-7-2023
Jamun,kg,175,8,1400,5-7-2023
Kiwi Imported Zespri Gold,box,375,4,1500,5-7-2023
Mosambi,kg,66.67,19.5,1300.065,5-7-2023
Palak,kg,15,10,150,5-7-2023
Garlic,kg,120,5,600,5-7-2023
Bitter Gourd,kg,25,6,150,5-7-2023
Lemon,kg,10,80,800,5-7-2023
Tendor Coconut,pc,45,80,3600,5-7-2023
Mini Orange,kg,168.37,9.8,1650.026,5-7-2023
Mango Safeda,kg,60,30,1800,5-7-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-7-2023
Tomato Himsona,kg,18,50,900,5-7-2023
Watermelon Jannat,kg,12.88,59,759.92,5-7-2023
Round Gourd,kg,25,20,500,5-7-2023
Kakdi,kg,40,10,400,5-7-2023
Pineapple Rani,pc,105,10,1050,5-7-2023
Coconut Husk,pc,20,20,400,5-7-2023
Imported Plum Red,kg,258.82,17,4399.94,5-7-2023
Afghan Apricot,box,187.5,16,3000,5-7-2023
White Petha,kg,40,10,400,5-7-2023
Achari Green Chilly,kg,50,5,250,5-7-2023
Kundru,kg,50,5,250,5-7-2023
Mango Perri,kg,146.67,15,2200.05,5-7-2023
Newzeeland Queen Apple,kg,236.7,18.8,4449.96,5-7-2023
THAI GUAVA PINK,kg,140,10,1400,5-7-2023
KAJRI MELON,kg,50,30,1500,5-7-2023
Plums Local,kg,60,43.5,2610,5-7-2023
PLUM SMALL,kg,30,16,480,5-7-2023
Carrot,kg,35,12,420,5-8-2023
Amla,kg,100,5,500,5-8-2023
Green Peas,kg,80,20,1600,5-8-2023
Broccoli,kg,90,10,900,5-8-2023
Ridge Gourd,kg,60,5,300,5-8-2023
Avocado,pc,129.76,42,5449.92,5-8-2023
Papaya,kg,40,20,800,5-8-2023
Mango Kesar,kg,145.45,11,1599.95,5-8-2023
Brinjal Black Big,kg,19,10,190,5-8-2023
Brinjal Black Round,kg,24,5,120,5-8-2023
Potato,kg,8.61,104.5,899.745,5-8-2023
Rambuthan Big Box,kg,700,12,8400,5-8-2023
Cauliflower,kg,30,20,600,5-8-2023
Mint,pkt,40,2,80,5-8-2023
Mushroom,box,28,40,1120,5-8-2023
Passion Fruit,kg,450,15,6750,5-8-2023
Thomson Grapes,kg,118.28,18.6,2200.008,5-8-2023
Spring Onion,kg,40,2,80,5-8-2023
Capsicum Green,kg,12,10,120,5-8-2023
Onion,kg,16,50,800,5-8-2023
Iceberg,kg,60,5,300,5-8-2023
Arbi,kg,70,5,350,5-8-2023
Blueberry,box,162.5,24,3900,5-8-2023
Cucumber Local,kg,20,12,240,5-8-2023
Celery,kg,60,4,240,5-8-2023
Radish White,kg,33.33,12,399.96,5-8-2023
Peeled Garlic,kg,70,2,140,5-8-2023
Parwal,kg,60,5,300,5-8-2023
Cabbage Green,kg,13.33,15,199.95,5-8-2023
Apple Granny Smith,kg,243.24,18.5,4499.94,5-8-2023
Beet Root,kg,20,5,100,5-8-2023
Babycorn,packet,24,10,240,5-8-2023
Water Melon Red,kg,12.5,20,250,5-8-2023
Bottle Gourd,kg,20,20,400,5-8-2023
Pomegranate,kg,135,20,2700,5-8-2023
Coriander,kg,30,5,150,5-8-2023
Carrot Delhi,kg,20,12,240,5-8-2023
Bhindi,kg,44,5,220,5-8-2023
Asparagus,kg,800,1.5,1200,5-8-2023
Tomato Local,kg,18,25,450,5-8-2023
Pumpkin,kg,8,5,40,5-8-2023
Ginger,kg,120,10,1200,5-8-2023
Jamun,kg,175,8,1400,5-8-2023
Kiwi Imported Zespri Gold,box,375,4,1500,5-8-2023
Mosambi,kg,66.67,19.5,1300.065,5-8-2023
Palak,kg,15,10,150,5-8-2023
Garlic,kg,120,5,600,5-8-2023
Bitter Gourd,kg,25,6,150,5-8-2023
Lemon,kg,80,10,800,5-8-2023
Tendor Coconut,pc,45,80,3600,5-8-2023
Mini Orange,kg,168.37,9.8,1650.026,5-8-2023
Mango Safeda,kg,60,30,1800,5-8-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-8-2023
Tomato Himsona,kg,18,50,900,5-8-2023
Watermelon Jannat,kg,12.88,59,759.92,5-8-2023
Round Gourd,kg,25,20,500,5-8-2023
Kakdi,kg,40,10,400,5-8-2023
Pineapple Rani,pc,105,10,1050,5-8-2023
Coconut Husk,pc,20,20,400,5-8-2023
Imported Plum Red,kg,258.82,17,4399.94,5-8-2023
Afghan Apricot,box,187.5,16,3000,5-8-2023
White Petha,kg,40,10,400,5-8-2023
Achari Green Chilly,kg,50,5,250,5-8-2023
Kundru,kg,50,5,250,5-8-2023
Mango Perri,kg,146.67,15,2200.05,5-8-2023
Newzeeland Queen Apple,kg,236.7,18.8,4449.96,5-8-2023
THAI GUAVA PINK,kg,140,10,1400,5-8-2023
KAJRI MELON,kg,50,30,1500,5-8-2023
Capsicum Red,kg,160,15,2400,5-10-2023
Capsicum Yellow,kg,160,15,2400,5-10-2023
Iceberg,kg,60,10,600,5-10-2023
Basil Italian,kg,500,1,500,5-10-2023
Hydroponic Bok Choy,kg,200,1,200,5-10-2023
Hydroponic Butterhead Lettuce,kg,250,1,250,5-10-2023
Hydroponic Green Lettuce,kg,250,1,250,5-10-2023
Hydroponic Kale,pkt,75,10,750,5-10-2023
Hydroponic Red Lettuce,kg,250,0.5,125,5-10-2023
Hydroponic Tomato,kg,50,20,1000,5-10-2023
Hydroponic Tomato Cherry,box,62.5,8,500,5-10-2023
Hydroponic Yellow Candy,box,62.5,8,500,5-10-2023
Carrot,kg,45,10,450,5-10-2023
Green Peas,kg,80,15,1200,5-10-2023
Avocado,pc,130.36,28,3650.08,5-10-2023
Papaya,kg,40,10,400,5-10-2023
Apple Royal Gala,kg,205.26,9.5,1949.97,5-10-2023
Chilli Green,kg,30,5,150,5-10-2023
Mango Kesar,kg,131.25,16,2100,5-10-2023
Beans French,kg,70,20,1400,5-10-2023
Brinjal Black Big,kg,20,10,200,5-10-2023
Brinjal Black Round,kg,20,5,100,5-10-2023
Potato,kg,10.71,168,1799.28,5-10-2023
Zuchchini Yellow,kg,35,10,350,5-10-2023
Brinjal Black Long,kg,25,10,250,5-10-2023
Cauliflower,kg,30,10,300,5-10-2023
Mint,pkt,40,2,80,5-10-2023
Mushroom,box,38.4,25,960,5-10-2023
Spring Onion,kg,40,1,40,5-10-2023
Capsicum Green,kg,16,5,80,5-10-2023
Shelled Sweetcorn,packet,15,10,150,5-10-2023
Blueberry,box,144.44,18,2599.92,5-10-2023
Radish White,kg,40,5,200,5-10-2023
Peeled Garlic,kg,70,2,140,5-10-2023
Parwal,kg,60,5,300,5-10-2023
Sprouts Chana,box,16,15,240,5-10-2023
Onion White,kg,90,10,900,5-10-2023
Water Melon Red,kg,9.88,41.5,410.02,5-10-2023
Pomegranate,kg,139.92,24.3,3400.056,5-10-2023
Kiwi Imported Zespri Green,box,126.67,15,1900.05,5-10-2023
Coriander,kg,26.67,3,80.01,5-10-2023
Carrot Delhi,kg,24,5,120,5-10-2023
Asparagus,kg,800,1,800,5-10-2023
Capsicum Red,kg,150,5,750,5-10-2023
Orange Valencia,kg,94.92,29.5,2800.14,5-10-2023
Pumpkin,kg,8,10,80,5-10-2023
Ginger,kg,150,5,750,5-10-2023
Apple Red Delicious,kg,198.92,18.6,3699.912,5-10-2023
Palak,kg,20,5,100,5-10-2023
Capsicum Yellow,kg,150,5,750,5-10-2023
Lemon,kg,83.33,12,999.96,5-10-2023
Tendor Coconut,pc,50,40,2000,5-10-2023
Mini Orange,kg,173.68,9.5,1649.96,5-10-2023
Mango Safeda,kg,68.55,62,4250.1,5-10-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-10-2023
Tomato Himsona,kg,18,24,432,5-10-2023
Imported Babugosha,kg,155.56,13.5,2100.06,5-10-2023
Mango Hamam,kg,246.16,6.5,1600.04,5-10-2023
Round Gourd,kg,13.33,15,199.95,5-10-2023
Kakdi,kg,40,5,200,5-10-2023
Blueberry Jumbo,box,195.83,24,4699.92,5-10-2023
Pineapple Rani,pc,85,10,850,5-10-2023
Pineapple Raja,pc,66.67,12,800.04,5-10-2023
Imported Plum Red,kg,287.5,8,2300,5-10-2023
Mango Perri,kg,169.23,6.5,1099.995,5-10-2023
Black Grapes,kg,178.57,5.6,999.992,5-10-2023
KAJRI MELON,kg,36,25,900,5-10-2023
Green Peas,kg,80,15,1200,5-11-2023
Broccoli,kg,100,10,1000,5-11-2023
Ridge Gourd,kg,60,5,300,5-11-2023
Avocado,pc,132.69,26,3449.94,5-11-2023
Papaya,kg,42,25,1050,5-11-2023
Apple Royal Gala,kg,195,10,1950,5-11-2023
Chilli Green,kg,50,5,250,5-11-2023
Potato,kg,8.57,105,899.85,5-11-2023
Brinjal Black Long,kg,24,5,120,5-11-2023
Red Globe,kg,296,12.5,3700,5-11-2023
Sweet Potato,kg,90,10,900,5-11-2023
Cauliflower,kg,30,10,300,5-11-2023
Mint,pkt,40,2,80,5-11-2023
Dragon Fruit,pc,80,20,1600,5-11-2023
Lettuce,kg,50,2,100,5-11-2023
Mushroom,box,38.53,75,2889.75,5-11-2023
Thomson Grapes,kg,136.84,9.5,1299.98,5-11-2023
Spring Onion,kg,50,2,100,5-11-2023
Capsicum Green,kg,15,20,300,5-11-2023
Onion,kg,15,60,900,5-11-2023
Iceberg,kg,60,6,360,5-11-2023
Apple Pink Lady,kg,190,20,3800,5-11-2023
Cucumber Local,kg,20,15,300,5-11-2023
Celery,kg,80,3,240,5-11-2023
Radish White,kg,10,10,100,5-11-2023
Apple Granny Smith,kg,225,10,2250,5-11-2023
Beet Root,kg,20,10,200,5-11-2023
Babycorn,packet,24,5,120,5-11-2023
Water Melon Red,kg,10,28,280,5-11-2023
Bottle Gourd,kg,15,10,150,5-11-2023
Coriander,kg,30,4,120,5-11-2023
Leeks,kg,80,2,160,5-11-2023
Strawberry Fresh,box,31.25,8,250,5-11-2023
Carrot Delhi,kg,24,5,120,5-11-2023
Asparagus,kg,800,1,800,5-11-2023
Tinda,kg,50,10,500,5-11-2023
Tomato Red Cherry,box,13,10,130,5-11-2023
Capsicum Red,kg,160,5,800,5-11-2023
Tomato Local,kg,18.67,75,1400.25,5-11-2023
Orange Valencia,kg,93.1,14.5,1349.95,5-11-2023
Apple Chinese Fuji,kg,275,20,5500,5-11-2023
Pumpkin,kg,8,10,80,5-11-2023
Mosambi,kg,71.79,19.5,1399.905,5-11-2023
Palak,kg,20,10,200,5-11-2023
Capsicum Yellow,kg,160,5,800,5-11-2023
Bitter Gourd,kg,30,10,300,5-11-2023
Lemon,kg,100,10,1000,5-11-2023
Tendor Coconut,pc,50,80,4000,5-11-2023
Mango Safeda,kg,65,30,1950,5-11-2023
Mango Alphanso 1Pc,pc,91.67,12,1100.04,5-11-2023
Tomato Himsona,kg,18,25,450,5-11-2023
Thai Guava,kg,130,10,1300,5-11-2023
Apple Washington,kg,297.5,20,5950,5-11-2023
Mango Totapuri,kg,80,15,1200,5-11-2023
Pineapple Rani,pc,85,10,850,5-11-2023
Coconut Husk,pc,20,20,400,5-11-2023
Americian Corn Bhutta,No,5,120,600,5-11-2023
Kiwi Local,pc,26.67,30,800.1,5-11-2023
DRAGON FRUIT PINK,pc,127.5,40,5100,5-11-2023
Basil Italian,kg,160,2,320,5-11-2023
Lettuce Lolorosa Red,kg,80,1,80,5-11-2023
Basil Italian,kg,180,2.5,450,5-11-2023
Lettuce Lolorosa Red,kg,100,1,100,5-11-2023
Pokchoy,kg,120,1,120,5-11-2023
Capsicum Red,kg,150,84.45,12667.5,5-11-2023
Capsicum Yellow,kg,150,3.35,502.5,5-11-2023
Cucumber White,kg,16,120,1920,5-11-2023
Carrot,kg,40,15,600,5-12-2023
Amla,kg,90,3,270,5-12-2023
